Date,Price,Open,High,Low,Vol.,Change %
20-Jul-21,1.0545,1.1223,1.1341,1.0211,412.27M,-5.95%
19-Jul-21,1.1212,1.1823,1.1909,1.1167,218.34M,-5.17%
18-Jul-21,1.1823,1.1713,1.2181,1.1682,185.35M,0.94%
17-Jul-21,1.1713,1.1716,1.1943,1.1507,219.88M,-0.03%
16-Jul-21,1.1716,1.2253,1.2435,1.166,252.66M,-4.36%
15-Jul-21,1.225,1.2631,1.2886,1.206,235.34M,-3.02%
14-Jul-21,1.2631,1.265,1.2887,1.1991,263.35M,-0.14%
13-Jul-21,1.2649,1.3147,1.3207,1.2507,206.08M,-3.79%
12-Jul-21,1.3147,1.3479,1.3731,1.2922,-,-2.46%
11-Jul-21,1.3479,1.3353,1.3663,1.3232,128.62M,0.92%
10-Jul-21,1.3357,1.3496,1.3654,1.3183,158.19M,-1.02%
9-Jul-21,1.3495,1.3324,1.3721,1.2903,256.51M,1.28%
8-Jul-21,1.3324,1.4038,1.406,1.3294,243.36M,-5.09%
7-Jul-21,1.4038,1.4163,1.4401,1.4002,214.64M,-0.88%
6-Jul-21,1.4163,1.404,1.4566,1.3924,231.11M,0.87%
5-Jul-21,1.4041,1.4613,1.4614,1.3784,295.33M,-3.94%
4-Jul-21,1.4616,1.4209,1.4943,1.4207,291.73M,2.86%
3-Jul-21,1.4209,1.3955,1.4407,1.3588,337.75M,1.82%
2-Jul-21,1.3955,1.333,1.3956,1.2861,374.91M,4.69%
1-Jul-21,1.333,1.3838,1.384,1.3037,356.70M,-3.67%
30-Jun-21,1.3838,1.3712,1.3984,1.2865,472.70M,0.92%
29-Jun-21,1.3712,1.326,1.4196,1.3195,466.56M,3.51%
28-Jun-21,1.3247,1.3363,1.3491,1.3044,403.52M,-0.81%
27-Jun-21,1.3355,1.2517,1.3478,1.2413,429.63M,6.70%
26-Jun-21,1.2517,1.2547,1.291,1.1985,634.25M,-0.24%
25-Jun-21,1.2547,1.357,1.3958,1.2449,943.95M,-7.54%
24-Jun-21,1.357,1.2506,1.3973,1.2029,446.00M,8.51%
23-Jun-21,1.2506,1.152,1.3065,1.11,963.81M,8.56%
22-Jun-21,1.152,1.1757,1.2625,1.001,462.25M,-2.02%
21-Jun-21,1.1757,1.4269,1.4269,1.168,841.29M,-17.60%
20-Jun-21,1.4269,1.3856,1.4269,1.3066,436.50M,2.98%
19-Jun-21,1.3855,1.4127,1.4405,1.3838,323.50M,-1.94%
18-Jun-21,1.4129,1.4809,1.4926,1.3756,386.36M,-4.60%
17-Jun-21,1.481,1.4843,1.538,1.458,311.28M,-0.16%
16-Jun-21,1.4833,1.5564,1.5747,1.4746,385.43M,-4.70%
15-Jun-21,1.5565,1.5757,1.6104,1.5448,382.73M,-1.23%
14-Jun-21,1.5758,1.5585,1.5934,1.5087,495.19M,1.10%
13-Jun-21,1.5586,1.4773,1.5791,1.4008,594.54M,5.52%
12-Jun-21,1.4772,1.4362,1.4923,1.3578,566.56M,2.87%
11-Jun-21,1.436,1.5315,1.5451,1.4193,442.16M,-6.24%
10-Jun-21,1.5315,1.6249,1.6362,1.5085,420.71M,-5.74%
9-Jun-21,1.6248,1.5821,1.6329,1.484,615.75M,2.50%
8-Jun-21,1.5851,1.5652,1.5946,1.4023,779.94M,1.33%
7-Jun-21,1.5644,1.6753,1.7409,1.5529,65.27M,-6.63%
6-Jun-21,1.6755,1.658,1.705,1.6463,275.21M,1.05%
5-Jun-21,1.6581,1.7091,1.7818,1.6115,473.63M,-2.98%
4-Jun-21,1.709,1.8443,1.8475,1.6119,777.49M,-7.35%
3-Jun-21,1.8445,1.7531,1.8882,1.7171,550.63M,5.22%
2-Jun-21,1.7531,1.7352,1.8025,1.7192,512.66M,1.03%
1-Jun-21,1.7352,1.7399,1.7779,1.657,688.49M,-0.28%
31-May-21,1.74,1.5757,1.749,1.528,694.83M,10.42%
30-May-21,1.5758,1.4015,1.6874,1.3517,954.14M,12.44%
29-May-21,1.4014,1.5123,1.5594,1.3354,709.80M,-7.33%
28-May-21,1.5122,1.6452,1.6753,1.4525,1.01B,-8.08%
27-May-21,1.6452,1.7781,1.7837,1.61,699.09M,-7.47%
26-May-21,1.778,1.552,1.828,1.552,1.09B,14.56%
25-May-21,1.5521,1.5475,1.6484,1.4375,1.05B,0.31%
24-May-21,1.5473,1.315,1.5957,1.2663,1.36B,17.65%
23-May-21,1.3152,1.463,1.5371,1.0526,1.89B,-10.11%
22-May-21,1.4631,1.5476,1.5975,1.3689,1.11B,-5.46%
21-May-21,1.5476,1.8033,1.8661,1.3247,1.51B,-14.18%
20-May-21,1.8033,1.4718,1.9394,1.3324,1.82B,22.53%
19-May-21,1.4717,2.0055,2.0269,1.0231,2.94B,-26.62%
18-May-21,2.0057,2.0313,2.1462,1.9729,798.42M,-1.27%
17-May-21,2.0314,2.3003,2.3259,1.9215,1.49B,-11.69%
16-May-21,2.3003,2.1721,2.4601,2.0167,1.53B,5.91%
15-May-21,2.172,2.0058,2.3727,1.9712,1.83B,8.30%
14-May-21,2.0056,1.9291,2.0392,1.8123,935.48M,3.94%
13-May-21,1.9295,1.5676,1.9697,1.5004,2.05B,23.08%
12-May-21,1.5677,1.7632,1.8192,1.5498,805.11M,-11.10%
11-May-21,1.7635,1.6427,1.7779,1.598,736.26M,7.33%
10-May-21,1.6431,1.7714,1.8226,1.5258,990.41M,-7.17%
9-May-21,1.7699,1.6207,1.8292,1.5765,882.67M,9.21%
8-May-21,1.6207,1.6533,1.6533,1.5623,560.14M,-1.97%
7-May-21,1.6532,1.6477,1.745,1.5287,1.04B,0.32%
6-May-21,1.6478,1.4781,1.6996,1.4292,1.73B,11.49%
5-May-21,1.478,1.29,1.4931,1.29,783.15M,14.66%
4-May-21,1.289,1.2793,1.3074,1.2757,585.18M,-5.37%
3-May-21,1.3622,1.3267,1.3799,1.3215,390.15M,2.68%
2-May-21,1.3266,1.3514,1.3546,1.2952,325.32M,-1.87%
1-May-21,1.3518,1.3521,1.3676,1.3168,317.78M,-0.02%
30-Apr-21,1.3521,1.3069,1.3699,1.2876,459.62M,3.45%
29-Apr-21,1.307,1.3369,1.4103,1.2681,817.53M,-2.24%
28-Apr-21,1.3369,1.3075,1.3485,1.235,575.49M,2.21%
27-Apr-21,1.3079,1.2348,1.3326,1.2263,579.44M,5.95%
26-Apr-21,1.2345,1.0901,1.2499,1.082,713.34M,13.27%
25-Apr-21,1.0899,1.1027,1.146,1.0204,505.26M,-1.11%
24-Apr-21,1.1021,1.1567,1.1961,1.096,813.89M,-4.73%
23-Apr-21,1.1568,1.1462,1.166,0.9438,1.55B,0.92%
22-Apr-21,1.1463,1.2044,1.2787,1.1181,812.88M,-4.83%
21-Apr-21,1.2045,1.2674,1.2864,1.1989,611.42M,-4.96%
20-Apr-21,1.2674,1.1959,1.2811,1.13,794.19M,5.98%
19-Apr-21,1.1959,1.2769,1.3231,1.1724,1.02B,-6.35%
18-Apr-21,1.2769,1.3708,1.3813,1.0791,1.43B,-6.85%
17-Apr-21,1.3709,1.4108,1.4568,1.3589,603.76M,-2.84%
16-Apr-21,1.4109,1.4787,1.518,1.336,901.35M,-4.58%
15-Apr-21,1.4787,1.4518,1.4919,1.4122,794.86M,1.86%
14-Apr-21,1.4517,1.4124,1.5566,1.3547,1.61B,2.78%
13-Apr-21,1.4124,1.3154,1.4367,1.2831,208.73M,7.36%
12-Apr-21,1.3155,1.2633,1.3494,1.2633,873.74M,4.15%
11-Apr-21,1.2631,1.2179,1.2898,1.1999,667.69M,3.71%
10-Apr-21,1.2179,1.2021,1.2509,1.1949,432.91M,1.33%
9-Apr-21,1.2019,1.2187,1.2289,1.1926,277.94M,-1.39%
8-Apr-21,1.2189,1.1724,1.2242,1.1705,394.52M,3.82%
7-Apr-21,1.174,1.2519,1.2891,1.1601,742.13M,-6.22%
6-Apr-21,1.2519,1.2117,1.337,1.1917,1.11B,3.32%
5-Apr-21,1.2117,1.182,1.2251,1.1624,484.02M,2.51%
4-Apr-21,1.1819,1.1633,1.1927,1.1534,370.27M,1.60%
3-Apr-21,1.1633,1.1903,1.2406,1.16,531.51M,-2.26%
2-Apr-21,1.1903,1.1828,1.2438,1.1813,431.79M,0.63%
1-Apr-21,1.1828,1.1915,1.2075,1.173,367.82M,-0.72%
31-Mar-21,1.1913,1.2128,1.2128,1.1565,466.52M,-1.76%
30-Mar-21,1.2126,1.2027,1.2344,1.19,397.50M,0.82%
29-Mar-21,1.2028,1.1897,1.2292,1.1789,401.46M,1.12%
28-Mar-21,1.1895,1.1767,1.2191,1.1674,394.82M,1.08%
27-Mar-21,1.1768,1.2145,1.237,1.1577,474.01M,-3.10%
26-Mar-21,1.2145,1.0964,1.2856,1.0955,1.05B,10.76%
25-Mar-21,1.0964,1.0677,1.1472,1.0485,699.56M,2.45%
24-Mar-21,1.0702,1.1151,1.1635,1.0401,499.18M,-4.14%
23-Mar-21,1.1163,1.103,1.1728,1.082,562.87M,1.17%
22-Mar-21,1.1035,1.1862,1.2076,1.08,611.13M,-7.02%
21-Mar-21,1.1868,1.2005,1.2411,1.1608,514.59M,-1.13%
20-Mar-21,1.2004,1.2958,1.3081,1.2003,658.17M,-7.37%
19-Mar-21,1.2959,1.2313,1.3419,1.1835,1.26B,5.26%
18-Mar-21,1.2312,1.3776,1.4719,1.2247,2.04B,-10.61%
17-Mar-21,1.3774,1.2493,1.4283,1.2045,1.64B,10.26%
16-Mar-21,1.2493,1.0306,1.2632,1.0018,1.77B,21.18%
15-Mar-21,1.031,1.0552,1.0703,1.0011,657.33M,-2.29%
14-Mar-21,1.0551,1.1013,1.1019,1.0551,553.68M,-4.19%
13-Mar-21,1.1013,1.0321,1.188,0.9881,977.08M,6.71%
12-Mar-21,1.0321,1.1243,1.127,1.0298,642.18M,-8.19%
11-Mar-21,1.1242,1.1334,1.139,1.1089,477.61M,-0.79%
10-Mar-21,1.1331,1.1971,1.2069,1.118,626.55M,-5.35%
9-Mar-21,1.1972,1.1185,1.2184,1.1126,898.49M,7.04%
8-Mar-21,1.1185,1.1314,1.178,1.1067,625.53M,-1.19%
7-Mar-21,1.1319,1.1294,1.1444,1.107,445.10M,0.25%
6-Mar-21,1.129,1.1583,1.1816,1.0867,757.08M,-2.52%
5-Mar-21,1.1582,1.1125,1.1957,1.0379,1.31B,4.11%
4-Mar-21,1.1125,1.2144,1.2299,1.0684,1.10B,-8.39%
3-Mar-21,1.2143,1.2245,1.2655,1.209,707.02M,-0.84%
2-Mar-21,1.2246,1.2962,1.299,1.1823,1.10B,-5.52%
1-Mar-21,1.2962,1.3118,1.3441,1.2331,1.61B,-0.88%
28-Feb-21,1.3077,1.3166,1.3585,1.1586,2.49B,-0.68%
27-Feb-21,1.3166,1.2416,1.4841,1.2305,3.07B,6.04%
26-Feb-21,1.2416,1.0751,1.295,0.993,2.73B,15.48%
25-Feb-21,1.0752,1.0486,1.1733,1.0128,1.56B,2.58%
24-Feb-21,1.0481,0.9638,1.0751,0.8996,1.67B,8.73%
23-Feb-21,0.964,1.0973,1.1405,0.8115,2.65B,-12.12%
22-Feb-21,1.0969,1.0998,1.1445,0.8389,2.03B,-0.27%
21-Feb-21,1.0998,1.1156,1.1497,1.075,1.18B,-1.46%
20-Feb-21,1.1161,0.926,1.1971,0.9142,279.64M,20.55%
19-Feb-21,0.9259,0.9137,0.9454,0.8808,839.10M,1.33%
18-Feb-21,0.9138,0.8917,0.9566,0.8917,904.68M,2.47%
17-Feb-21,0.8917,0.8704,0.8971,0.8239,750.02M,2.45%
16-Feb-21,0.8704,0.8599,0.9051,0.8348,929.87M,1.19%
15-Feb-21,0.8602,0.8444,0.9104,0.6891,1.44B,1.87%
14-Feb-21,0.8444,0.9124,0.9187,0.8082,874.61M,-7.32%
13-Feb-21,0.9111,0.9248,0.95,0.8251,993.01M,-1.48%
12-Feb-21,0.9249,0.9293,0.9474,0.868,1.08B,-0.48%
11-Feb-21,0.9293,0.9404,0.9791,0.8668,1.77B,-1.18%
10-Feb-21,0.9404,0.7058,0.9496,0.7058,2.50B,33.23%
9-Feb-21,0.7058,0.6778,0.7119,0.666,1.12B,4.20%
8-Feb-21,0.6774,0.6626,0.7227,0.6339,2.06B,2.24%
7-Feb-21,0.6626,0.6339,0.7067,0.5858,2.60B,4.53%
6-Feb-21,0.6339,0.5387,0.6658,0.5209,2.08B,17.52%
5-Feb-21,0.5393,0.4395,0.5594,0.4366,2.00B,22.71%
4-Feb-21,0.4395,0.4419,0.4496,0.4109,736.38M,-0.53%
3-Feb-21,0.4419,0.4258,0.4484,0.4154,1.10B,3.78%
2-Feb-21,0.4258,0.4084,0.4552,0.3891,2.25B,4.27%
1-Feb-21,0.4083,0.3451,0.423,0.3334,1.32B,18.35%
31-Jan-21,0.345,0.3636,0.3766,0.3382,662.74M,-5.12%
30-Jan-21,0.3636,0.3474,0.3755,0.3373,871.81M,4.61%
29-Jan-21,0.3476,0.3438,0.3679,0.331,1.07B,1.12%
28-Jan-21,0.3437,0.3119,0.3552,0.3046,833.04M,10.19%
27-Jan-21,0.312,0.3435,0.3438,0.3047,761.35M,-9.19%
26-Jan-21,0.3435,0.3431,0.3506,0.3247,627.44M,0.13%
25-Jan-21,0.3431,0.3531,0.3639,0.3407,752.02M,-2.85%
24-Jan-21,0.3532,0.3457,0.3688,0.3374,802.72M,2.20%
23-Jan-21,0.3456,0.3491,0.3575,0.3361,897.55M,-1.23%
22-Jan-21,0.3499,0.3078,0.3596,0.281,1.53B,13.69%
21-Jan-21,0.3077,0.3755,0.3786,0.3,1.29B,-18.05%
20-Jan-21,0.3755,0.3678,0.3765,0.3311,1.11B,2.10%
19-Jan-21,0.3678,0.371,0.3847,0.3628,984.20M,-0.87%
18-Jan-21,0.371,0.3813,0.3967,0.3648,1.24B,-2.70%
17-Jan-21,0.3813,0.3505,0.3971,0.3416,2.25B,8.56%
16-Jan-21,0.3512,0.3025,0.3667,0.3023,1.95B,16.10%
15-Jan-21,0.3025,0.3126,0.331,0.2788,1.36B,-2.74%
14-Jan-21,0.311,0.3127,0.3241,0.2986,-,-0.55%
13-Jan-21,0.3127,0.2887,0.3154,0.2713,1.17B,8.74%
12-Jan-21,0.2876,0.2759,0.3139,0.2641,1.87B,4.24%
11-Jan-21,0.2759,0.3017,0.3035,0.2303,2.02B,-8.74%
10-Jan-21,0.3023,0.3302,0.3405,0.2801,1.43B,-8.43%
9-Jan-21,0.3302,0.3039,0.3382,0.2962,1.34B,8.62%
8-Jan-21,0.304,0.298,0.3213,0.2647,2.23B,1.98%
7-Jan-21,0.298,0.3328,0.3535,0.28,2.42B,-10.44%
6-Jan-21,0.3328,0.2589,0.347,0.2541,3.05B,28.66%
5-Jan-21,0.2586,0.2258,0.2639,0.2072,2.21B,14.52%
4-Jan-21,0.2258,0.2057,0.2396,0.1927,2.23B,9.82%
3-Jan-21,0.2057,0.1773,0.2096,0.1729,1.39B,15.97%
2-Jan-21,0.1773,0.1751,0.1845,0.1686,980.36M,1.31%
1-Jan-21,0.175,0.1814,0.1846,0.1702,770.70M,-3.49%
